page_name,page_created,total_interactions,likes,comments,shares,message
Adlai E. Stevenson High School,2009-06-15T20:22:00Z,0,0,0,0,"Saturday's Second City concert is sold out. This is the first sellout in the history of the Stevenson Foundation's ""Spotlight"" series, which began in the 1990s."
Corpus Christi Independent School District,2009-07-17T16:29:42Z,2,2,0,0,GPS Mentoring Program press conference this morning at 10:30 a.m. at Hamlin Middle School Library.
Bristol Tennessee City Schools,2009-09-25T02:08:25Z,0,0,0,0,"Tennessee High's basketball games scheduled for tonight (Fri., Jan. 29) have been cancelled due to impending winter weather. The games have been rescheduled for Saturday, February 6. In addition, the H1N1 clinic that was scheduled to be held at Vance Middle School on Saturday, Jan. 30 has been rescheduled to Saturday, Feb. 6 from 10-3."
Delavan-Darien School District,2009-10-14T21:20:13Z,0,0,0,0,RECAP: Waterford downs Comets in boys basketball — http://bit.ly/9G2Xlo:=:https://ddschools.wordpress.com/2010/01/29/ddhs-vs-waterford-1-29/
Bethel Park School District,2009-08-21T19:58:15Z,3,3,0,0,"Congratulations to BPHS senior wrestler Adam Lazenga, who was named WTAE-TV's Athlet of the Week on January 28!"
Greater Brunswick Charter School,2009-06-26T00:31:20Z,2,2,0,0,The Home News Tribune reports on our groundbreaking and expansion.
Spring Hill School District,2009-08-13T05:02:30Z,0,0,0,0,"This week has been proclaimed as School Board Member Appreciation Week in AR by Governor Beebe & the State Board of Education. SHS would like to recognize our board members for their dedication and service to the district. Board Members are: Ronnie Freeman, Russell Womack, Jeanette Nance, Keith Barham, and Tommy Collins."
Georgia Department of Education,2009-05-07T19:50:06Z,1,1,0,0,"The State Board of Education Charter Committee will hold a meeting on Tuesday, February 2, 2010, at 9:30 a.m. in the State Board Room, 2070 Twin Towers East, via conference call. The purpose of this meeting is to discuss the Charter Commission schools that were approved by the Commission in December."
"School District of Janesville, WI",2009-01-28T16:28:11Z,2,2,0,0,"Parker Teachers Hosting Math Help Sessions for Students The Mathematics Department at Parker is continuing to host help sessions for students on a daily basis from 7:15 a.m. to 7:45 a.m. in their math center, room 2130. Two certified math teachers are there ever day at this time and we welcome all students to come in with any questions they may have. This program will continue through the end of the school year."
Poolville ISD,2009-11-05T04:19:08Z,1,1,0,0,No JV Girls game tonight at Graford. JV Boys wil start at 5:00pm followed by both Varsities.
Key Hyundai of Milford,2009-07-08T20:19:38Z,0,0,0,0,it's freezing outside!!!
What's up at GHS,2009-10-30T01:17:09Z,0,0,0,0,Here's something new from Ann.
What's up at GHS,2009-10-30T01:17:09Z,0,0,0,0,Send me work to add tothe Students' Accomplishment Page.
PA Cyber Charter School,2009-06-23T16:43:03Z,10,10,0,0,http://www.pacyber.org/newsroom/article_results.aspx?ArtID=121:=:http://www.pacyber.org
"Springfield Public Schools, Springfield, MO",2009-09-21T21:22:17Z,52,4,48,0,Please let us know if the sidewalks and vehicle lanes are a problem at your school.
Duval County Public Schools,2009-05-21T17:55:27Z,0,0,0,0,"A Hollywood Director recently visited Frank H. Peterson Academies of Technology to speak to students about the triumphs and challenges of filming underwater for his newest production ""Sharks"" airing at the IMAX at World Golf Village."
PA Cyber Charter School,2009-06-23T16:43:03Z,4,4,0,0,"We're taping the first episode of ""The Clik"" today!! It's a new student centerd video podcast for students in 7-12 grade. Look for it in your student email accounts next week!!"
Ozarks Technical Community College,2008-09-10T14:47:44Z,8,0,8,0,"OTC is open today, Friday, January 29. Be careful and give yourself enough time to attend classes."
Plainview Independent School District,2009-12-04T15:15:56Z,13,1,12,0,"Classes will start at 10:00 am on Friday, January 29. Busses will run 90 minutes late. Staff reports on time. All local radio stations are off the air this morning. Dr Miller stressed to please use your personal judgment and be safe in reporting to work."
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,18,18,0,0,"We get our snow day! UACCM is closed today, Friday, January 29, due to inclement weather. Have fun and be careful out there!"
Clearwater Schools USD # 264,2009-04-22T15:54:39Z,3,2,1,0,"Attention Parents and Students...... NO SCHOOL TODAY.......Friday, January 29th."
ASU-Mountain Home,2008-09-04T14:30:11Z,9,6,3,0,"campus will be closed today, January 29, 2010, due to the weather."
Little Rock School District,2008-12-15T15:02:21Z,11,8,3,0,"WEATHER ALERT: Schools closed Friday, January 29, 2010"
Pulaski County Special School District,2010-01-12T16:48:17Z,11,3,8,0,All PCSSD schools are closed today due to inclement weather.
Mobile County Public Schools,2009-06-22T09:57:48Z,1,1,0,0,Magnet Schools - Booths at Bel Air Mall
Green Dot Public Schools,2009-04-28T23:34:45Z,0,0,0,0,"Anyone want to volunteer at The Green Schools Benefit? Thursday, February 11th at Animo Venice. Spots are limited!! email aaltmann@greendot.org if you're interested! www.greenschoolsbenefit.org"
Leonardo da Vinci Health Sciences Charter School,2009-10-03T03:08:07Z,2,2,0,0,Check out this cool animated food pyramid from Kids Health...
Clearfield High School,2009-01-21T23:25:16Z,11,5,6,0,would like to wish its awesome girl's basketball teams luck as they face Weber on the road tomorrow!! And also luck to the boys as they take on the Warriors at home tomorrow night! Come support any and all of our awesome Falcon basketball players!!
Connections Academy,2008-11-26T00:41:14Z,22,17,5,0,Are you excited to kick off this new semester? You should be. There is no better feeling then the chance to start fresh and a new semester provides just that opportunity.
Greater Brunswick Charter School,2009-06-26T00:31:20Z,0,0,0,0,"This is our 12th year and our 6th year at 429 JKA. We are thrilled to begin our expansion project, adding more classrooms, a Science Lab, a full sized Gym/Basketball Court, a Music Room, Art Room, and MORE!"
Buna Beacon,2010-01-11T22:39:38Z,3,0,3,0,Does anyone know the score in the Lady Cougars game Tuesday night in Warren? I'm having trouble finding out....
Middletown City Schools,2009-11-16T16:17:34Z,2,2,0,0,"Wednesday, Feb. 3 is is National Letter of Intent signing day. Eight Middies will sign for a full ride. Caleb Watkins – Bowling Green State University Jerry Gates - Bowling Green State University Nick McKnight - Bowling Green State University Antonio Banks – Indiana University Rashad Frazier – Undecided (West Virginia, Wisconsin, Purdue, Michigan State, Miami) Sam Current – Western Illinois Kevin Watts – Undecided (Youngstown State, Seton Hill) Eric Redding – St. Joseph’s College"
Springdale School District,2009-08-24T16:50:44Z,121,100,21,0,"There will be NO SCHOOL tomorrow, January 29. Check back frequently for updates. Stay safe and warm everyone!"
Midlothian ISD,2009-10-07T19:20:53Z,0,0,0,0,"Recent lightning strikes have knocked out MISD's wide-area network (web, email, etc). The damage is being assessed. Services will be restored soon."
Albuquerque Public Schools,2009-08-26T18:49:10Z,0,0,0,0,"2-Hour Delay for East Mountain Schools and Tohajiilee Students on Fri., Jan. 29 - APS will be operating on a two-hour delay on Friday, January 29, for East Mountain Schools and Tohajiilee students. This delay includes all Manzano High School students, Roosevelt Middle School, San Antonito Elementary, A. Montoya Elementary, and Tohajillee students."
Wolf Creek Online High School,2009-01-23T17:25:37Z,4,2,2,0,NA
Wolf Creek Online High School,2009-01-23T17:25:37Z,2,2,0,0,"wants to congratulate its three part-time students who have been decided as the Quarter 2 Part-time Students of the Quarter: Sami Lundaholm (Chisago Lakes High School), Janea Peterson (Fridley High School), and Josiah Bender (Beacon Academy)."
Buna Beacon,2010-01-11T22:39:38Z,6,1,5,0,"This afternoon at 5:20 p.m. - Jasper County jury found Leo Desormeaux guilty of capital murder in the death of his son, Tristan Dobbins, in December 2007. Automatic life in prison without parole. He also was found guilty of injury to a child by omission. Punishment phase begins Friday at 9 a.m. on that count."
Enid Public Schools,2009-05-20T04:33:43Z,13,10,3,0,"This just in! There will be no classes tomorrow, Friday, January 29, due to winter weather conditions. Stay warm and be safe!"
Patrick County Public Schools,2009-07-11T12:36:08Z,0,0,0,0,"The Patrick County elementary schools will close at 11:30 Friday. January 29, 2010. Patrick County high school will close at 12:00 on Friday. All student drivers at the high school are discouraged from driving Friday and should take the bus. If the parents decide to allow their child to drive to school tomorrow, then parents should take measures to ensure their child goes directly home from school."
State of Delaware - Government,2009-02-27T02:46:45Z,7,1,6,0,Governor Markell on State of the Union Address
The Classical Academies,2009-12-07T20:38:07Z,2,2,0,0,"The annual Spelling Bee was a chance for our brightest students to impress us! Congratulations to our winner, Molly Adams, who will be advancing to the San Diego County Spelling Bee! Congratulations are in order to our other finalists: Nick Wetzel, Eric Chen, Daria Abou-Zanaid, Michelle Cartero, Sam Wright,Tracy Zeng, ...Daniel Chen, and Henry Wright. We are so proud of each participant!"
Merrill Area Public Schools,2009-12-12T03:15:42Z,4,4,0,0,Time to celebrate-we have well over 400 fans on Facebook!
Facebook,2007-11-07T22:51:32Z,1970,1457,512,0,"Pulse from Davos: As world leaders gather at the World Economic Forum, people on Facebook are joining the discussion by answering public opinion polls on the site. We are highlighting the first in a series of results: Should international banks be limited in size and scope to keep them from becoming too large? Yes: 43%, No: 29%, Not Sure: 28%"
Aurora Public Schools,2009-04-14T18:09:02Z,0,0,0,0,NA
San Francisco Unified School District,2009-06-18T18:24:09Z,0,0,0,0,"$113 million, 2-year, S.F. schools cut asked"
The Classical Academies,2009-12-07T20:38:07Z,0,0,0,0,"Community service is an integral part of The Classical Academy program and now you can earn a free ticket to Disneyland simply by volunteering in your community! Disneyland is celebrating your good works by giving you a 1-day, 1-theme park ticket to Disneyland® Resort or Walt Disney World® Resort, free. Visit http://bit.ly/HdKFg:=:https://disneyparks.disney.go.com/ for more information! What a great way to volunteer as a family and celebrate with a reward! Please read the guidelines and details. You must sign-up to participate."
Vancouver Public Schools,2009-09-30T17:32:13Z,11,7,4,0,"Just a reminder: Wednesday, February 3, is semester break. That means no school for students."
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,5,1,4,0,Fall 2009 Honor Students Announced
L'Anse Purple Hornet Football,2010-01-01T22:14:34Z,4,3,1,0,New Record for 2010: 19 hiting the weights on Wed..... Keep it up fellas....it WILL pay off.... 40 times tomorrow
Clearfield High School,2009-01-21T23:25:16Z,2,1,1,0,thinks you all should invite your Falcon friends so we can have the most fans!! :)
Atlas Preparatory School,2008-11-24T01:04:55Z,5,2,2,1,"1st Spelling Bee tomorrow! A hilarious rule: ""The speller must not eschew normal school activity for spelling bees. The Scripps National Spelling Bee defines normal school activity as adherence to at least four courses of study other than language arts, spelling, Latin, Greek, vocabulary, and etymology for at lease four hours per weekday for 34 of the 38 weeks between September 1,2009, and May 23, 2010""."
Harrisonville Schools,2009-12-07T21:04:47Z,0,0,0,0,Winter Homecoming is set for next week at HHS. For a complete list of activities - http://harrisonvilleschools.org/education/components/scrapbook/default.php?sectiondetailid=17067&
Delavan-Darien School District,2009-10-14T21:20:13Z,2,1,1,0,Show your appreciation for school bus drivers throughout February — http://bit.ly/bnNVNC:=:https://ddschools.wordpress.com/2010/01/28/love-the-bus/
"Union Public Schools - Tulsa, OK",2009-10-08T03:50:56Z,1,1,0,0,A video message from Union High School students .... click on the link
Cardinal Community School District,2009-04-07T02:31:03Z,4,4,0,0,come out and support the HIGH SCHOOL WRESTLING team...or in the middle school gym go support the BOYS BASKETBALL team.
Mount Prospect School District 57,2009-10-02T19:18:08Z,0,0,0,0,First Club Meeting
"Springfield Public Schools, Springfield, MO",2009-09-21T21:22:17Z,4,3,1,0,Keep track of event cancellations.
KIPP New Jersey Public Schools,2008-04-11T15:21:24Z,7,7,0,0,"Teachers: watch the video profile of Mr. Entress, 9th grade chemistry. Apply to teach at www.teamschools.org/teach:=:https://jobs.kippnj.org/"
"Union Public Schools - Tulsa, OK",2009-10-08T03:50:56Z,18,18,0,0,"Because of our winter storm, school will be closed tomorrow, Friday, January 29. TANF GED classes at all sites will also be closed. Any school-related activities scheduled Friday have been cancelled and will be rescheduled, as needed. Please monitor our web site for updates."
Cypress-Fairbanks ISD,2009-11-27T19:55:19Z,2,2,0,0,NA
Delavan-Darien School District,2009-10-14T21:20:13Z,2,1,1,0,PHOTOS: Wileman and Darien fifth graders dress the parts as they learn about Colonial America — http://bit.ly/diU28J:=:https://ddschools.wordpress.com/2010/01/28/colonial-days/
Oklahoma City Public Schools,2009-10-14T16:14:51Z,3,0,3,0,"Due to inclement weather, OKCPS READY for Kindergarten classes scheduled for Saturday have been re-scheduled for next Saturday February 5, 2010 at Capitol Hill Elementary School."
Oklahoma City Public Schools,2009-10-14T16:14:51Z,1,1,0,0,All OKCPS Athletic Activities are cancelled through January 30th. OKCPS will make up the January 29th Basketball games on February 8th. The Douglass/Star-Spencer basketball game has been re-scheduled for February 13th at NW Classen High School.
